Fecha,Producto,Categoría,Cantidad,Precio Unitario,Vendedor,Promoción,Hora,EsFinDeSemana,EsFestivo,NombreFestivo
2022-01-04,Audífonos,Accesorios,1,155.94,Pedro,Sí,18,0,0,
2022-10-11,Disco SSD,Componentes,2,208.85,Jorge,No,11,0,0,
2024-05-18,Audífonos,Accesorios,3,43.96,Carlos,No,14,1,0,
2025-09-25,Monitor,Electrónica,2,524.4,Jorge,Sí,13,0,0,
2024-07-01,Disco SSD,Componentes,5,188.04,Ana,Sí,17,0,0,
2022-05-27,Audífonos,Accesorios,5,113.96,Pedro,Sí,8,0,0,
2023-10-16,Monitor,Electrónica,1,327.86,Pedro,No,8,0,0,
2023-03-12,Monitor,Electrónica,6,424.57,Luisa,No,19,1,0,
2022-01-28,Monitor,Electrónica,5,588.03,Ana,No,12,0,0,
2023-01-15,Mouse,Accesorios,4,56.66,Jorge,Sí,19,1,0,
2024-06-03,Laptop,Electrónica,3,830.16,Jorge,Sí,16,0,0,
2024-07-11,Laptop,Electrónica,5,748.05,María,Sí,15,0,0,
2025-07-05,Laptop,Electrónica,3,933.05,Carlos,No,18,1,0,
2025-01-25,Laptop,Electrónica,7,1492.56,Carlos,No,13,1,0,
2025-07-15,Cargador,Accesorios,4,43.75,Luisa,No,19,0,0,
2024-03-19,Audífonos,Accesorios,5,133.74,Pedro,No,15,0,0,
2023-06-20,Laptop,Electrónica,3,1221.58,Pedro,No,14,0,0,
2024-08-03,Laptop,Electrónica,3,865.96,Jorge,No,19,1,0,
2024-07-20,Cargador,Accesorios,6,30.26,Pedro,No,20,1,0,
2025-09-19,Audífonos,Accesorios,4,115.66,Carlos,No,20,0,0,
2023-07-01,Cargador,Accesorios,5,10.52,Luisa,No,20,1,0,
2025-01-14,Laptop,Electrónica,1,1518.69,Luisa,No,18,0,0,
2025-04-21,Laptop,Electrónica,3,820.97,Jorge,No,9,0,0,
2024-12-27,Laptop,Electrónica,5,1682.53,Ana,Sí,14,0,0,
2025-07-08,Cargador,Accesorios,3,50.34,Jorge,Sí,15,0,0,
2024-10-28,Monitor,Electrónica,5,560.12,Luisa,No,12,0,0,
2025-10-06,Teclado,Accesorios,4,33.29,Luisa,No,12,0,0,
2025-10-22,Teclado,Accesorios,3,25.97,Jorge,No,19,0,0,
2025-08-15,Audífonos,Accesorios,2,217.39,María,Sí,9,0,0,
2024-05-21,Cargador,Accesorios,4,52.24,Ana,Sí,16,0,0,
2022-06-09,Cargador,Accesorios,5,27.66,Luisa,Sí,13,0,0,
2022-01-27,Laptop,Electrónica,3,863.86,Carlos,Sí,13,0,0,
2022-11-21,Cargador,Accesorios,7,44.16,Pedro,Sí,12,0,0,
2025-09-28,Mouse,Accesorios,7,18.26,Ana,No,17,1,0,
2023-10-31,Tablet,Electrónica,4,496.21,Pedro,Sí,12,0,0,
2024-02-25,Teclado,Accesorios,3,43.37,Luisa,No,19,1,0,
2022-08-29,Monitor,Electrónica,4,220.09,Ana,Sí,16,0,0,
2025-11-19,Mouse,Accesorios,7,50.57,María,No,8,0,0,
2023-11-25,Mouse,Accesorios,7,24.93,Luisa,No,11,1,1,Black Friday Simulado
2023-06-03,Teclado,Accesorios,4,27.59,María,No,19,1,0,
2022-07-06,Monitor,Electrónica,4,569.59,Luisa,No,13,0,0,
2023-04-01,Monitor,Electrónica,7,283.05,María,Sí,20,1,0,
2024-12-29,Mouse,Accesorios,9,32.32,Ana,No,19,1,0,
2025-07-10,Mouse,Accesorios,5,48.97,Ana,Sí,9,0,0,
2023-05-18,Monitor,Electrónica,4,409.53,Luisa,No,18,0,0,
2022-02-28,Mouse,Accesorios,2,66.25,Carlos,No,11,0,0,
2022-05-21,Audífonos,Accesorios,6,244.03,Jorge,Sí,14,1,0,
2025-08-26,Cargador,Accesorios,4,18.64,María,No,18,0,0,
2024-04-25,Mouse,Accesorios,2,79.92,Luisa,Sí,16,0,0,
2022-04-09,Cargador,Accesorios,5,55.29,Pedro,Sí,13,1,0,
2024-08-11,Tablet,Electrónica,7,808.38,Luisa,No,11,1,0,
2023-09-03,Teclado,Accesorios,4,101.73,María,No,19,1,0,
2022-02-07,Cargador,Accesorios,4,31.95,Carlos,No,10,0,0,
2023-12-10,Teclado,Accesorios,9,95.61,Carlos,Sí,12,1,0,
2023-06-20,Audífonos,Accesorios,1,94.63,Carlos,No,10,0,0,
2022-05-09,Audífonos,Accesorios,3,112.12,Ana,Sí,19,0,0,
2025-01-26,Laptop,Electrónica,3,1131.13,Jorge,No,12,1,0,
2022-12-13,Monitor,Electrónica,9,494.77,María,No,18,0,0,
2024-04-12,Tablet,Electrónica,5,339.16,Carlos,Sí,18,0,0,
2024-07-13,Laptop,Electrónica,4,922.76,Carlos,Sí,18,1,0,
2025-11-22,Mouse,Accesorios,7,50.26,Ana,Sí,15,1,0,
2023-07-30,Teclado,Accesorios,6,89.97,Pedro,No,19,1,0,
2022-09-17,Tablet,Electrónica,2,406.04,Carlos,Sí,20,1,0,
2024-01-30,Laptop,Electrónica,5,1689.12,Pedro,No,12,0,0,
2023-09-19,Monitor,Electrónica,2,422.65,Pedro,No,14,0,0,
2025-11-14,Teclado,Accesorios,8,30.16,Ana,No,9,0,0,
2025-02-28,Monitor,Electrónica,1,386.92,Luisa,No,13,0,0,
2022-12-31,Mouse,Accesorios,8,52.17,Pedro,No,12,1,0,
2023-04-25,Disco SSD,Componentes,2,310.62,María,No,17,0,0,
2022-04-30,Laptop,Electrónica,7,1168.99,Ana,Sí,11,1,0,
2022-12-28,Laptop,Electrónica,6,976.23,Jorge,Sí,18,0,0,
2022-10-23,Laptop,Electrónica,7,1135.87,Carlos,No,13,1,0,
2025-02-13,Teclado,Accesorios,2,99.27,Pedro,No,13,0,0,
2022-05-30,Mouse,Accesorios,2,59.09,Pedro,No,14,0,0,
2024-01-12,Audífonos,Accesorios,1,188.26,Ana,No,16,0,0,
2025-10-11,Audífonos,Accesorios,6,211.92,Pedro,No,14,1,0,
2025-12-27,Disco SSD,Componentes,7,107.06,María,Sí,13,1,0,
2025-08-24,Laptop,Electrónica,6,1592.37,Luisa,No,13,1,0,
2023-09-30,Cargador,Accesorios,4,54.81,Ana,Sí,8,1,0,
2025-10-31,Tablet,Electrónica,1,934.8,Ana,No,17,0,0,
2022-08-16,Mouse,Accesorios,4,10.21,Luisa,Sí,12,0,0,
2023-09-12,Disco SSD,Componentes,2,297.18,Ana,Sí,17,0,0,
2023-10-21,Cargador,Accesorios,5,51.08,Jorge,Sí,15,1,0,
2024-03-27,Teclado,Accesorios,2,129.39,Carlos,Sí,12,0,0,
2024-10-06,Laptop,Electrónica,6,1721.12,Carlos,Sí,14,1,0,
2024-01-22,Audífonos,Accesorios,1,255.62,Luisa,Sí,18,0,0,
2023-12-22,Laptop,Electrónica,8,1205.33,Luisa,Sí,14,0,0,
2023-07-13,Tablet,Electrónica,3,539.5,Pedro,Sí,20,0,0,
2023-08-21,Tablet,Electrónica,2,280.6,Carlos,Sí,18,0,0,
2025-03-26,Mouse,Accesorios,5,69.98,María,No,8,0,0,
2022-08-25,Laptop,Electrónica,3,1570.72,Luisa,Sí,18,0,0,
2022-01-20,Tablet,Electrónica,1,617.93,Jorge,Sí,18,0,0,
2022-01-13,Tablet,Electrónica,4,670.03,Ana,No,19,0,0,
2025-10-04,Tablet,Electrónica,6,762.14,Pedro,No,20,1,0,
2022-03-05,Tablet,Electrónica,6,804.04,Ana,No,18,1,0,
2024-09-15,Disco SSD,Componentes,6,131.65,Ana,No,19,1,0,
2022-11-02,Laptop,Electrónica,7,1090.44,Carlos,Sí,19,0,0,
2025-04-21,Mouse,Accesorios,5,72.62,Ana,No,15,0,0,
2022-07-27,Mouse,Accesorios,4,33.11,Pedro,No,19,0,0,
2023-02-04,Laptop,Electrónica,7,943.49,Carlos,Sí,19,1,0,
2024-01-08,Mouse,Accesorios,5,44.23,Jorge,No,17,0,0,
2022-02-26,Audífonos,Accesorios,2,218.68,María,No,12,1,0,
2025-05-22,Cargador,Accesorios,5,22.07,Luisa,No,13,0,0,
2024-12-05,Cargador,Accesorios,4,11.94,María,No,18,0,0,
2022-09-13,Cargador,Accesorios,1,16.24,Luisa,No,12,0,0,
2022-08-14,Disco SSD,Componentes,5,312.4,Pedro,Sí,20,1,0,
2025-11-21,Tablet,Electrónica,5,588.2,Pedro,Sí,18,0,0,
2024-06-16,Disco SSD,Componentes,4,121.6,Carlos,No,12,1,0,
2024-04-14,Disco SSD,Componentes,3,174.99,María,Sí,10,1,0,
2025-07-06,Tablet,Electrónica,4,690.93,María,Sí,18,1,0,
2022-12-17,Laptop,Electrónica,9,1114.48,Ana,Sí,16,1,0,
2023-08-14,Teclado,Accesorios,5,43.88,Jorge,No,18,0,0,
2022-05-10,Cargador,Accesorios,2,29.27,María,Sí,17,0,0,
2025-06-27,Disco SSD,Componentes,2,172.59,Luisa,Sí,13,0,0,
2025-11-02,Mouse,Accesorios,9,27.94,Luisa,Sí,12,1,0,
2022-05-06,Mouse,Accesorios,5,27.01,Luisa,No,16,0,0,
2023-09-12,Audífonos,Accesorios,1,207.5,Carlos,No,18,0,0,
2022-06-28,Mouse,Accesorios,5,43.77,Ana,Sí,12,0,0,
2024-03-11,Teclado,Accesorios,1,149.23,Carlos,Sí,11,0,0,
2023-11-03,Audífonos,Accesorios,5,279.45,Ana,Sí,20,0,0,
2022-11-07,Monitor,Electrónica,9,181.16,Pedro,No,9,0,0,
2024-09-15,Cargador,Accesorios,4,53.92,María,Sí,18,1,0,
2025-09-24,Audífonos,Accesorios,2,169.2,Ana,No,15,0,0,
2023-01-10,Tablet,Electrónica,4,397.91,Pedro,No,19,0,0,
2022-08-27,Cargador,Accesorios,6,18.89,María,No,10,1,0,
2024-01-31,Mouse,Accesorios,4,54.36,Ana,No,13,0,0,
2023-05-05,Mouse,Accesorios,2,41.08,Pedro,Sí,19,0,0,
2024-07-08,Audífonos,Accesorios,5,162.11,Jorge,No,19,0,0,
2022-07-07,Monitor,Electrónica,2,202.53,Luisa,No,17,0,0,
2024-02-01,Cargador,Accesorios,2,17.41,María,No,13,0,0,
2024-09-25,Laptop,Electrónica,5,1416.0,María,Sí,19,0,0,
2024-12-22,Laptop,Electrónica,6,1756.06,Luisa,Sí,20,1,0,
2025-11-24,Tablet,Electrónica,4,1108.86,Luisa,Sí,18,0,0,
2022-10-28,Monitor,Electrónica,4,290.67,Luisa,Sí,19,0,0,
2025-09-13,Disco SSD,Componentes,6,187.7,Pedro,Sí,18,1,0,
2025-06-24,Monitor,Electrónica,3,501.39,Luisa,Sí,13,0,0,
2022-10-23,Cargador,Accesorios,4,43.06,Jorge,No,11,1,0,
2025-08-30,Disco SSD,Componentes,3,187.36,Luisa,Sí,11,1,0,
2023-04-13,Mouse,Accesorios,4,18.48,Pedro,No,11,0,0,
2023-09-25,Cargador,Accesorios,5,35.55,Ana,Sí,17,0,0,
2023-07-04,Cargador,Accesorios,2,10.42,Ana,Sí,9,0,1,Día Especial
2022-11-08,Monitor,Electrónica,4,150.01,Jorge,No,18,0,0,
2025-02-06,Disco SSD,Componentes,4,67.21,Jorge,Sí,17,0,0,
2022-06-01,Monitor,Electrónica,3,542.77,Carlos,No,18,0,0,
2023-12-04,Mouse,Accesorios,6,10.77,Pedro,Sí,19,0,0,
2022-03-23,Laptop,Electrónica,3,1180.9,Ana,No,14,0,0,
2022-05-22,Audífonos,Accesorios,4,255.45,Luisa,Sí,19,1,0,
2025-08-10,Laptop,Electrónica,4,1222.92,Jorge,No,15,1,0,
2023-08-20,Mouse,Accesorios,4,37.11,María,Sí,15,1,0,
2025-11-07,Mouse,Accesorios,3,38.73,María,Sí,8,0,0,
2024-05-20,Monitor,Electrónica,3,569.58,Carlos,Sí,8,0,0,
2022-05-08,Monitor,Electrónica,5,504.91,Carlos,No,19,1,0,
2025-09-07,Teclado,Accesorios,3,38.15,Pedro,Sí,20,1,0,
2022-05-30,Tablet,Electrónica,4,692.05,Pedro,Sí,20,0,0,
2025-06-19,Cargador,Accesorios,5,50.71,Luisa,No,8,0,0,
2022-05-11,Disco SSD,Componentes,3,248.14,Carlos,No,14,0,0,
2022-02-25,Tablet,Electrónica,3,636.5,Carlos,Sí,14,0,0,
2025-02-25,Tablet,Electrónica,1,547.32,Carlos,Sí,14,0,0,
2022-06-04,Cargador,Accesorios,3,9.55,Jorge,No,12,1,0,
2024-12-28,Monitor,Electrónica,7,580.32,Ana,Sí,20,1,0,
2024-02-23,Tablet,Electrónica,5,894.55,Carlos,No,8,0,0,
2023-07-06,Mouse,Accesorios,4,24.88,María,No,19,0,0,
2022-12-22,Audífonos,Accesorios,5,116.53,Ana,No,11,0,0,
2022-08-20,Teclado,Accesorios,5,53.99,Carlos,No,17,1,0,
2023-09-07,Teclado,Accesorios,3,131.64,Pedro,No,18,0,0,
2023-03-26,Monitor,Electrónica,7,520.86,Jorge,No,11,1,0,
2023-08-27,Laptop,Electrónica,7,871.05,Jorge,Sí,17,1,0,
2024-10-29,Laptop,Electrónica,2,1235.02,Jorge,No,12,0,0,
2024-07-25,Teclado,Accesorios,4,56.91,Ana,No,15,0,0,
2024-05-17,Audífonos,Accesorios,5,208.43,Ana,Sí,13,0,0,
2024-02-26,Monitor,Electrónica,2,258.63,Carlos,No,12,0,0,
2022-07-20,Laptop,Electrónica,4,1547.18,Ana,Sí,18,0,0,
2025-06-18,Teclado,Accesorios,3,75.46,Ana,No,16,0,0,
2023-02-02,Tablet,Electrónica,2,696.29,Jorge,Sí,20,0,0,
2022-11-14,Teclado,Accesorios,4,122.22,Ana,No,15,0,0,
2025-04-22,Tablet,Electrónica,3,740.79,Jorge,Sí,20,0,0,
2024-04-11,Teclado,Accesorios,3,109.29,Luisa,Sí,15,0,0,
2025-09-03,Cargador,Accesorios,5,43.7,Carlos,Sí,18,0,0,
2024-07-23,Monitor,Electrónica,4,479.11,Carlos,Sí,19,0,0,
2022-07-08,Audífonos,Accesorios,3,249.5,Pedro,No,18,0,0,
2025-03-25,Disco SSD,Componentes,3,120.49,Ana,No,10,0,0,
2025-04-09,Mouse,Accesorios,5,49.5,María,Sí,18,0,0,
2024-11-26,Teclado,Accesorios,7,118.12,Jorge,Sí,15,0,0,
2024-11-02,Cargador,Accesorios,7,50.69,Pedro,No,8,1,0,
2025-11-18,Mouse,Accesorios,4,16.23,Jorge,Sí,18,0,0,
2025-09-16,Monitor,Electrónica,4,304.28,Carlos,No,15,0,0,
2025-09-08,Cargador,Accesorios,5,22.69,Ana,No,17,0,0,
2023-09-19,Audífonos,Accesorios,3,141.23,Luisa,No,9,0,0,
2024-07-30,Tablet,Electrónica,4,855.19,María,Sí,18,0,0,
2024-06-04,Audífonos,Accesorios,1,41.24,Carlos,No,18,0,0,
2022-12-12,Teclado,Accesorios,6,38.62,Luisa,Sí,16,0,0,
2023-07-21,Audífonos,Accesorios,2,43.93,Luisa,No,20,0,0,
2022-07-20,Audífonos,Accesorios,1,287.11,Carlos,No,13,0,0,
2025-08-29,Teclado,Accesorios,3,103.58,Carlos,No,12,0,0,
2022-02-03,Mouse,Accesorios,2,65.0,María,Sí,9,0,0,
2025-08-05,Cargador,Accesorios,1,36.63,Ana,Sí,12,0,0,
2023-03-16,Monitor,Electrónica,3,177.57,Pedro,Sí,12,0,0,
2022-12-20,Audífonos,Accesorios,8,199.16,Ana,No,17,0,0,
2022-04-08,Tablet,Electrónica,4,499.34,Pedro,No,19,0,0,
2023-05-11,Cargador,Accesorios,1,40.24,Luisa,No,20,0,0,
2024-05-07,Audífonos,Accesorios,2,47.22,Carlos,No,17,0,0,
2024-12-22,Tablet,Electrónica,8,1025.82,Pedro,Sí,19,1,0,
2025-06-01,Disco SSD,Componentes,4,311.99,Luisa,No,17,1,0,
2025-04-03,Mouse,Accesorios,5,52.92,Ana,No,12,0,0,
2025-05-30,Tablet,Electrónica,3,306.77,Ana,No,9,0,0,
2023-10-02,Laptop,Electrónica,3,1794.84,María,Sí,13,0,0,
2022-02-21,Tablet,Electrónica,1,819.66,María,Sí,12,0,0,
2022-03-20,Cargador,Accesorios,3,36.04,Ana,No,16,1,0,
2023-05-12,Audífonos,Accesorios,1,38.93,Jorge,Sí,18,0,0,
2023-03-28,Laptop,Electrónica,5,701.41,María,No,20,0,0,
2025-12-28,Tablet,Electrónica,9,903.98,Luisa,Sí,19,1,0,
2025-01-08,Teclado,Accesorios,5,49.48,Ana,Sí,12,0,0,
2023-08-07,Monitor,Electrónica,5,227.6,Ana,No,20,0,0,
2025-02-28,Tablet,Electrónica,5,1170.69,María,No,18,0,0,
2025-02-08,Disco SSD,Componentes,5,114.62,Ana,Sí,14,1,0,
2023-07-29,Monitor,Electrónica,6,186.06,María,No,18,1,0,
2025-12-20,Audífonos,Accesorios,7,59.86,Luisa,Sí,11,1,0,
2023-01-06,Laptop,Electrónica,1,1231.04,Carlos,No,20,0,0,
2025-09-17,Mouse,Accesorios,1,26.09,Ana,No,17,0,0,
2023-09-09,Monitor,Electrónica,4,542.31,Carlos,Sí,19,1,0,
2024-07-06,Mouse,Accesorios,7,77.44,María,Sí,19,1,0,
2025-05-02,Disco SSD,Componentes,4,313.57,Luisa,Sí,14,0,0,
2022-09-22,Mouse,Accesorios,2,47.64,Ana,No,13,0,0,
2022-03-16,Teclado,Accesorios,2,49.44,Pedro,No,9,0,0,
2022-10-25,Mouse,Accesorios,1,19.04,Ana,No,17,0,0,
2025-07-21,Disco SSD,Componentes,5,258.1,Carlos,No,14,0,0,
2023-01-29,Teclado,Accesorios,3,126.51,Luisa,Sí,15,1,0,
2024-03-10,Teclado,Accesorios,4,52.7,María,Sí,9,1,0,
2022-09-10,Monitor,Electrónica,3,262.93,Luisa,Sí,18,1,0,
2025-09-05,Mouse,Accesorios,3,55.57,Jorge,No,15,0,0,
2022-11-25,Disco SSD,Componentes,8,155.33,Ana,No,20,0,1,Black Friday Simulado
2025-08-21,Audífonos,Accesorios,4,85.86,Jorge,Sí,18,0,0,
2024-08-15,Laptop,Electrónica,3,1420.14,Pedro,Sí,20,0,0,
2023-09-17,Tablet,Electrónica,6,1166.49,María,Sí,20,1,0,
2024-11-22,Audífonos,Accesorios,7,132.92,Carlos,No,19,0,0,
2022-02-26,Audífonos,Accesorios,6,237.6,María,No,15,1,0,
2022-07-08,Laptop,Electrónica,1,1041.24,María,No,15,0,0,
2023-09-18,Laptop,Electrónica,4,900.74,María,No,20,0,0,
2023-08-02,Mouse,Accesorios,3,24.95,María,No,19,0,0,
2022-08-08,Tablet,Electrónica,2,1134.56,Jorge,No,12,0,0,
2024-09-18,Mouse,Accesorios,1,70.64,Jorge,No,13,0,0,
2022-10-06,Tablet,Electrónica,5,274.45,Luisa,No,11,0,0,
2022-10-13,Tablet,Electrónica,2,968.53,Carlos,No,17,0,0,
2023-08-20,Disco SSD,Componentes,7,325.75,Luisa,No,12,1,0,
2024-09-14,Teclado,Accesorios,2,118.94,Pedro,Sí,20,1,0,
2024-04-26,Tablet,Electrónica,2,499.22,Carlos,No,19,0,0,
2024-09-16,Laptop,Electrónica,1,1627.62,Jorge,No,11,0,0,
2023-01-26,Cargador,Accesorios,1,10.9,Jorge,Sí,19,0,0,
2024-01-22,Teclado,Accesorios,1,49.75,Carlos,No,17,0,0,
2022-01-15,Audífonos,Accesorios,3,223.11,Ana,No,16,1,0,
2025-09-02,Disco SSD,Componentes,5,61.44,Ana,No,20,0,0,
2022-09-18,Monitor,Electrónica,7,423.3,Carlos,No,13,1,0,
2024-05-19,Audífonos,Accesorios,7,70.05,Luisa,No,14,1,0,
2025-06-04,Teclado,Accesorios,4,77.51,Ana,Sí,12,0,0,
2022-05-30,Audífonos,Accesorios,4,265.59,Luisa,No,8,0,0,
2024-08-21,Teclado,Accesorios,4,123.16,Ana,Sí,11,0,0,
2022-04-06,Laptop,Electrónica,4,1406.64,Pedro,Sí,17,0,0,
2023-07-10,Tablet,Electrónica,2,374.17,Carlos,Sí,18,0,0,
2022-01-07,Audífonos,Accesorios,5,122.63,Jorge,Sí,13,0,0,
2024-06-08,Teclado,Accesorios,6,37.2,María,No,15,1,0,
2022-10-13,Mouse,Accesorios,3,77.53,Carlos,No,20,0,0,
2024-02-20,Audífonos,Accesorios,4,227.94,Carlos,No,15,0,0,
2023-05-28,Mouse,Accesorios,6,54.88,Carlos,No,19,1,0,
2025-07-15,Mouse,Accesorios,5,48.98,Carlos,No,13,0,0,
2025-07-06,Monitor,Electrónica,6,545.49,María,No,13,1,0,
2024-02-09,Monitor,Electrónica,2,473.38,María,No,17,0,0,
2022-12-22,Disco SSD,Componentes,8,334.71,Ana,No,20,0,0,
2023-12-09,Tablet,Electrónica,5,503.07,Ana,Sí,12,1,0,
2024-11-28,Teclado,Accesorios,7,149.07,Carlos,Sí,20,0,0,
2024-01-03,Laptop,Electrónica,3,1152.47,Ana,No,18,0,0,
2022-12-30,Teclado,Accesorios,9,83.11,Jorge,Sí,15,0,0,
2024-10-27,Mouse,Accesorios,7,28.88,Pedro,No,17,1,0,
2025-05-16,Tablet,Electrónica,5,424.55,Ana,Sí,18,0,0,
2025-12-05,Disco SSD,Componentes,6,266.28,Carlos,Sí,16,0,0,
2025-10-01,Tablet,Electrónica,1,888.14,Luisa,Sí,12,0,0,
2022-01-18,Cargador,Accesorios,3,13.61,Luisa,No,13,0,0,
2024-03-03,Laptop,Electrónica,6,1561.72,María,Sí,14,1,0,
2023-03-06,Cargador,Accesorios,2,24.08,María,No,20,0,0,
2024-02-29,Laptop,Electrónica,4,1519.09,Carlos,No,18,0,0,
2024-10-22,Tablet,Electrónica,1,1110.56,Pedro,Sí,13,0,0,
2023-07-15,Laptop,Electrónica,4,1120.76,Luisa,No,12,1,0,
2025-12-16,Tablet,Electrónica,8,981.34,Carlos,Sí,11,0,0,
2025-01-02,Mouse,Accesorios,3,61.46,Ana,Sí,12,0,0,
2025-06-01,Teclado,Accesorios,5,107.16,María,No,14,1,0,
2024-01-05,Monitor,Electrónica,5,322.55,Ana,No,19,0,0,
2022-02-27,Mouse,Accesorios,5,51.83,María,Sí,19,1,0,
2023-11-13,Laptop,Electrónica,5,1160.78,María,No,13,0,0,
2024-08-05,Audífonos,Accesorios,4,58.65,Ana,Sí,11,0,0,
2025-11-17,Monitor,Electrónica,3,288.83,María,Sí,13,0,0,
2023-03-09,Tablet,Electrónica,4,599.98,Pedro,Sí,10,0,0,
2024-07-04,Audífonos,Accesorios,2,219.89,Ana,No,13,0,1,Día Especial
2023-12-26,Laptop,Electrónica,3,888.29,Jorge,Sí,19,0,0,
2023-06-18,Audífonos,Accesorios,6,203.39,Carlos,No,15,1,0,
2024-09-03,Monitor,Electrónica,1,390.22,Pedro,No,20,0,0,
2023-05-17,Cargador,Accesorios,5,28.46,Luisa,No,11,0,0,
2025-12-18,Tablet,Electrónica,2,683.9,María,No,11,0,0,
2024-06-21,Cargador,Accesorios,1,50.28,María,Sí,15,0,0,
2022-08-02,Tablet,Electrónica,5,339.26,Ana,No,18,0,0,
2022-11-28,Audífonos,Accesorios,4,173.42,Carlos,Sí,12,0,0,
2025-11-30,Monitor,Electrónica,10,152.85,Jorge,Sí,20,1,0,
2022-02-18,Teclado,Accesorios,5,83.54,Ana,Sí,16,0,0,
2025-04-13,Disco SSD,Componentes,6,228.11,María,Sí,16,1,0,
2023-08-25,Laptop,Electrónica,5,1064.85,María,No,10,0,0,
2024-10-26,Monitor,Electrónica,7,401.82,Carlos,Sí,12,1,0,
2022-03-20,Monitor,Electrónica,6,590.85,Carlos,No,11,1,0,
2024-05-25,Laptop,Electrónica,6,915.45,Carlos,Sí,12,1,0,
2022-08-12,Cargador,Accesorios,3,12.7,María,No,13,0,0,
2024-02-11,Tablet,Electrónica,7,624.71,Jorge,No,12,1,0,
2025-02-25,Laptop,Electrónica,4,800.21,Jorge,No,10,0,0,
2024-02-07,Cargador,Accesorios,5,26.25,María,No,18,0,0,
2024-07-09,Disco SSD,Componentes,4,251.17,Carlos,No,11,0,0,
2022-01-06,Teclado,Accesorios,1,139.44,Pedro,No,18,0,0,
2022-04-11,Cargador,Accesorios,1,18.86,Pedro,No,17,0,0,
2024-12-11,Cargador,Accesorios,9,26.13,María,Sí,13,0,0,
2023-10-29,Audífonos,Accesorios,6,266.27,Jorge,No,12,1,0,
2023-03-08,Disco SSD,Componentes,4,218.16,Jorge,Sí,11,0,0,
2024-05-23,Teclado,Accesorios,2,50.82,María,Sí,9,0,0,
2025-04-30,Disco SSD,Componentes,1,66.95,Pedro,No,14,0,0,
2023-12-24,Laptop,Electrónica,10,1420.85,Jorge,Sí,18,1,1,Noche Buena
2022-08-18,Mouse,Accesorios,3,46.76,Ana,Sí,18,0,0,
2022-12-19,Mouse,Accesorios,5,26.58,Ana,Sí,19,0,0,
2024-04-26,Cargador,Accesorios,1,8.34,Luisa,No,12,0,0,
2022-07-31,Monitor,Electrónica,3,443.34,Pedro,Sí,18,1,0,
2024-11-30,Tablet,Electrónica,9,864.89,Jorge,Sí,15,1,0,
2022-05-31,Mouse,Accesorios,5,15.67,Carlos,No,16,0,0,
2022-12-07,Cargador,Accesorios,3,32.41,María,Sí,13,0,0,
2024-09-05,Tablet,Electrónica,5,878.6,Carlos,No,14,0,0,
2025-01-13,Teclado,Accesorios,5,58.77,María,No,17,0,0,
2023-06-15,Mouse,Accesorios,2,18.92,Jorge,Sí,15,0,0,
2023-07-07,Mouse,Accesorios,1,25.7,Pedro,No,16,0,0,
2023-07-17,Tablet,Electrónica,1,268.0,Carlos,No,18,0,0,
2024-09-25,Disco SSD,Componentes,1,340.99,Jorge,No,18,0,0,
2022-05-19,Audífonos,Accesorios,2,75.17,Jorge,Sí,15,0,0,
2022-09-12,Disco SSD,Componentes,2,189.6,Pedro,No,13,0,0,
2023-01-04,Laptop,Electrónica,1,986.86,Luisa,Sí,12,0,0,
2024-11-17,Monitor,Electrónica,9,512.08,Luisa,No,10,1,0,
2024-08-14,Disco SSD,Componentes,1,130.18,Jorge,Sí,19,0,0,
2024-06-19,Tablet,Electrónica,1,975.51,Luisa,No,13,0,0,
2025-04-29,Laptop,Electrónica,3,1739.79,Luisa,Sí,18,0,0,
2023-05-22,Cargador,Accesorios,2,31.09,Pedro,No,17,0,0,
2022-09-08,Teclado,Accesorios,3,60.98,Jorge,No,16,0,0,
2024-07-25,Tablet,Electrónica,5,1100.81,Carlos,Sí,20,0,0,
2024-08-16,Cargador,Accesorios,1,41.89,María,No,20,0,0,
2023-03-12,Mouse,Accesorios,4,39.52,Pedro,Sí,16,1,0,
2023-04-14,Teclado,Accesorios,2,75.08,Jorge,Sí,9,0,0,
2025-11-08,Cargador,Accesorios,7,47.51,Luisa,Sí,18,1,0,
2022-10-07,Cargador,Accesorios,2,56.06,Carlos,No,17,0,0,
2025-09-09,Cargador,Accesorios,3,39.83,María,No,16,0,0,
2025-04-10,Teclado,Accesorios,3,81.59,Pedro,No,11,0,0,
2022-03-08,Audífonos,Accesorios,2,232.33,María,No,9,0,0,
2024-11-14,Teclado,Accesorios,6,97.6,Luisa,Sí,14,0,0,
2022-11-07,Audífonos,Accesorios,2,61.47,Ana,Sí,11,0,0,
2025-07-11,Cargador,Accesorios,2,22.65,Carlos,Sí,20,0,0,
2022-06-27,Teclado,Accesorios,5,132.82,Luisa,No,20,0,0,
2023-01-18,Tablet,Electrónica,4,1063.76,Carlos,No,14,0,0,
2025-07-21,Laptop,Electrónica,3,1591.84,Pedro,Sí,19,0,0,
2024-10-10,Audífonos,Accesorios,5,281.97,Ana,No,13,0,0,
2024-10-18,Disco SSD,Componentes,4,321.89,Jorge,Sí,10,0,0,
2022-07-09,Tablet,Electrónica,4,313.27,Pedro,No,13,1,0,
2025-04-14,Mouse,Accesorios,5,22.13,Pedro,No,12,0,0,
