"tarjeta"|"monto"|"comercio"|"fecha"|"tipo"
53|1363.28|"Supermercados"|2020-04-07|"transaccion"
78|1901.45|"Restaurantes"|2020-05-02|"transaccion"
11|749.01|"Gasolineras"|2020-04-07|"transaccion"
67|970.04|"Gasolineras"|2020-03-18|"transaccion"
87|1804.06|"Restaurantes"|2020-05-11|"transaccion"
75|1149.89|"Supermercados"|2020-05-12|"transaccion"
14|1475.92|"Supermercados"|2020-01-10|"transaccion"
34|1755.5|"Farmacias"|2020-05-20|"transaccion"
47|1220.26|"Abarroterias"|2020-01-07|"transaccion"
55|1015.71|"Gasolineras"|2020-05-05|"transaccion"
31|1533.11|"Gasolineras"|2020-05-05|"transaccion"
33|1446|"Supermercados"|2020-01-10|"transaccion"
97|3016.91|"Comercio General"|2020-05-15|"transaccion"
99|1656.01|"Ropa"|2020-03-29|"transaccion"
78|2377.84|"Supermercados"|2020-01-18|"transaccion"
22|1467.48|"Restaurantes"|2020-06-23|"transaccion"
70|1515.3|"Gasolineras"|2020-06-06|"transaccion"
13|1095.19|"Tiendas por Departamento"|2020-01-24|"transaccion"
46|1115.63|"Tiendas por Departamento"|2020-03-06|"transaccion"
30|1172.01|"Gasolineras"|2020-03-28|"transaccion"
57|1120.71|"Restaurantes"|2020-03-02|"transaccion"
1|2113.65|"Restaurantes"|2020-04-13|"transaccion"
36|1743.9|"Supermercados"|2020-04-19|"transaccion"
86|1224.05|"Tiendas por Departamento"|2020-02-09|"transaccion"
62|863.64|"Supermercados"|2020-04-25|"transaccion"
24|868.45|"Restaurantes"|2020-01-01|"transaccion"
1|1570.92|"Restaurantes"|2020-03-18|"transaccion"
41|1982.11|"Gasolineras"|2020-04-20|"transaccion"
26|1721.22|"Farmacias"|2020-02-10|"transaccion"
52|1245.76|"Tiendas por Departamento"|2020-06-04|"transaccion"
16|1226.23|"Gasolineras"|2020-03-09|"transaccion"
53|1974.32|"Supermercados"|2020-06-03|"transaccion"
31|2033.72|"Supermercados"|2020-04-27|"transaccion"
72|1259.39|"Supermercados"|2020-01-03|"transaccion"
32|1221.15|"Supermercados"|2020-06-16|"transaccion"
62|980.86|"Abarroterias"|2020-03-03|"transaccion"
71|1918.24|"Gasolineras"|2020-02-14|"transaccion"
39|2627.02|"Supermercados"|2020-04-18|"transaccion"
83|1472.75|"Supermercados"|2020-03-16|"transaccion"
29|1296.4|"Supermercados"|2020-04-25|"transaccion"
43|1451.35|"Restaurantes"|2020-05-20|"transaccion"
80|1392.5|"Gasolineras"|2020-06-20|"transaccion"
31|1614.22|"Tiendas por Departamento"|2020-02-10|"transaccion"
30|517.18|"Supermercados"|2020-02-18|"transaccion"
49|1723.35|"Comercio General"|2020-01-05|"transaccion"
92|1868.68|"Supermercados"|2020-02-03|"transaccion"
10|1946.75|"Supermercados"|2020-02-27|"transaccion"
38|1849.06|"Supermercados"|2020-02-28|"transaccion"
16|1142.41|"Supermercados"|2020-05-11|"transaccion"
33|1687.44|"Restaurantes"|2020-03-09|"transaccion"
74|1667.44|"Restaurantes"|2020-05-17|"transaccion"
27|1622.83|"Restaurantes"|2020-05-25|"transaccion"
13|767.23|"Restaurantes"|2020-01-23|"transaccion"
42|1366.94|"Farmacias"|2020-01-03|"transaccion"
92|2546.66|"Restaurantes"|2020-06-23|"transaccion"
24|1282.11|"Supermercados"|2020-01-03|"transaccion"
68|525.22|"Supermercados"|2020-04-14|"transaccion"
80|2517.56|"Supermercados"|2020-06-09|"transaccion"
80|1172.36|"Restaurantes"|2020-05-21|"transaccion"
92|865.7|"Restaurantes"|2020-04-04|"transaccion"
93|1543.42|"Tiendas por Departamento"|2020-02-16|"transaccion"
58|1568.57|"Supermercados"|2020-01-03|"transaccion"
79|1334.03|"Ropa"|2020-04-27|"transaccion"
74|1547.96|"Comercio General"|2020-02-02|"transaccion"
1|1464.71|"Supermercados"|2020-06-30|"transaccion"
88|1386|"Comercio General"|2020-03-03|"transaccion"
98|1059.28|"Supermercados"|2020-05-10|"transaccion"
3|1507.46|"Restaurantes"|2020-05-15|"transaccion"
25|2040.28|"Tiendas por Departamento"|2020-02-29|"transaccion"
67|1424.53|"Abarroterias"|2020-05-01|"transaccion"
45|1956.94|"Supermercados"|2020-02-17|"transaccion"
53|1507.35|"Farmacias"|2020-05-27|"transaccion"
47|1281.96|"Restaurantes"|2020-06-06|"transaccion"
97|1552.66|"Restaurantes"|2020-02-13|"transaccion"
47|1314.49|"Ropa"|2020-04-24|"transaccion"
53|1380.51|"Supermercados"|2020-02-16|"transaccion"
86|1461.87|"Gasolineras"|2020-05-05|"transaccion"
74|2125.56|"Farmacias"|2020-06-24|"transaccion"
66|416.4|"Gasolineras"|2020-02-26|"transaccion"
95|1444.4|"Farmacias"|2020-01-08|"transaccion"
57|1948.98|"Farmacias"|2020-04-25|"transaccion"
10|2141.43|"Restaurantes"|2020-06-22|"transaccion"
68|1792.05|"Abarroterias"|2020-05-25|"transaccion"
3|1836.87|"Ropa"|2020-02-06|"transaccion"
18|1695|"Electronicos"|2020-02-02|"transaccion"
69|922.49|"Restaurantes"|2020-06-29|"transaccion"
29|656.19|"Restaurantes"|2020-06-25|"transaccion"
45|1338.91|"Farmacias"|2020-01-22|"transaccion"
23|667.57|"Comercio General"|2020-06-09|"transaccion"
85|1694.32|"Comercio General"|2020-05-11|"transaccion"
61|1629.02|"Gasolineras"|2020-06-10|"transaccion"
68|876.42|"Ropa"|2020-02-01|"transaccion"
32|1474.89|"Restaurantes"|2020-04-16|"transaccion"
34|1187.49|"Tiendas por Departamento"|2020-01-18|"transaccion"
82|2155.3|"Supermercados"|2020-04-27|"transaccion"
60|730.57|"Comercio General"|2020-05-24|"transaccion"
35|2036.62|"Restaurantes"|2020-05-16|"transaccion"
13|1170.47|"Farmacias"|2020-01-23|"transaccion"
55|1510.68|"Supermercados"|2020-06-10|"transaccion"
75|1721.22|"Restaurantes"|2020-05-19|"transaccion"
21|791.6|"Comercio General"|2020-01-09|"transaccion"
26|1735.26|"Gasolineras"|2020-05-01|"transaccion"
84|747.88|"Restaurantes"|2020-02-01|"transaccion"
33|1259.22|"Gasolineras"|2020-02-20|"transaccion"
80|1955.94|"Gasolineras"|2020-02-25|"transaccion"
96|1306.02|"Gasolineras"|2020-01-10|"transaccion"
51|1146.69|"Gasolineras"|2020-02-23|"transaccion"
61|1762.22|"Gasolineras"|2020-03-25|"transaccion"
95|961.99|"Farmacias"|2020-01-12|"transaccion"
93|1966.52|"Supermercados"|2020-02-24|"transaccion"
43|1733.41|"Gasolineras"|2020-02-08|"transaccion"
75|2065.67|"Supermercados"|2020-05-15|"transaccion"
34|1876.9|"Gasolineras"|2020-05-29|"transaccion"
55|1465.93|"Comercio General"|2020-02-16|"transaccion"
5|724.04|"Restaurantes"|2020-05-09|"transaccion"
49|893.68|"Tiendas por Departamento"|2020-01-14|"transaccion"
38|2154.52|"Abarroterias"|2020-03-30|"transaccion"
20|2490.48|"Restaurantes"|2020-01-01|"transaccion"
5|1181|"Ropa"|2020-06-12|"transaccion"
46|1955.24|"Restaurantes"|2020-04-29|"transaccion"
35|1484.64|"Supermercados"|2020-03-22|"transaccion"
34|662.78|"Supermercados"|2020-06-16|"transaccion"
86|1101.8|"Restaurantes"|2020-02-22|"transaccion"
79|773.43|"Supermercados"|2020-02-27|"transaccion"
55|2377.08|"Supermercados"|2020-01-03|"transaccion"
52|2139.75|"Supermercados"|2020-01-27|"transaccion"
56|1536.46|"Farmacias"|2020-04-26|"transaccion"
32|1844.36|"Restaurantes"|2020-02-18|"transaccion"
65|2360.83|"Supermercados"|2020-03-27|"transaccion"
23|1374.77|"Supermercados"|2020-03-01|"transaccion"
21|1728.72|"Ropa"|2020-01-21|"transaccion"
12|1438.09|"Gasolineras"|2020-02-27|"transaccion"
52|1693.54|"Farmacias"|2020-05-11|"transaccion"
73|2471.5|"Ropa"|2020-05-14|"transaccion"
29|1597.53|"Restaurantes"|2020-01-23|"transaccion"
14|292.18|"Gasolineras"|2020-06-29|"transaccion"
62|805.81|"Restaurantes"|2020-01-05|"transaccion"
29|1131.34|"Tiendas por Departamento"|2020-05-19|"transaccion"
24|1778.17|"Electronicos"|2020-03-19|"transaccion"
24|1559.17|"Restaurantes"|2020-01-06|"transaccion"
79|1685.27|"Tiendas por Departamento"|2020-03-19|"transaccion"
9|1301.67|"Tiendas por Departamento"|2020-04-26|"transaccion"
83|1448.52|"Tiendas por Departamento"|2020-05-26|"transaccion"
48|1011.55|"Supermercados"|2020-01-18|"transaccion"
44|2001.74|"Gasolineras"|2020-03-21|"transaccion"
95|1809.23|"Tiendas por Departamento"|2020-01-25|"transaccion"
100|1554.93|"Restaurantes"|2020-04-28|"transaccion"
66|2710.89|"Supermercados"|2020-02-24|"transaccion"
81|1745.92|"Farmacias"|2020-06-17|"transaccion"
32|1802.94|"Supermercados"|2020-03-07|"transaccion"
19|2139.77|"Restaurantes"|2020-03-12|"transaccion"
24|1776.61|"Abarroterias"|2020-03-20|"transaccion"
71|291.69|"Restaurantes"|2020-06-01|"transaccion"
53|983.37|"Supermercados"|2020-01-25|"transaccion"
31|515.09|"Supermercados"|2020-04-01|"transaccion"
100|720.98|"Restaurantes"|2020-06-28|"transaccion"
57|1808.66|"Tiendas por Departamento"|2020-01-11|"transaccion"
74|1919.74|"Restaurantes"|2020-04-06|"transaccion"
19|1632.55|"Restaurantes"|2020-03-12|"transaccion"
82|1427.29|"Gasolineras"|2020-05-23|"transaccion"
8|1547.28|"Supermercados"|2020-01-18|"transaccion"
43|2288.81|"Gasolineras"|2020-06-08|"transaccion"
41|883.16|"Farmacias"|2020-04-05|"transaccion"
43|176.77|"Supermercados"|2020-06-30|"transaccion"
55|2072.34|"Gasolineras"|2020-04-18|"transaccion"
90|1799.55|"Ropa"|2020-03-01|"transaccion"
86|1609.05|"Comercio General"|2020-05-18|"transaccion"
75|2206.55|"Supermercados"|2020-04-13|"transaccion"
40|1250.73|"Supermercados"|2020-02-08|"transaccion"
92|1493.93|"Restaurantes"|2020-04-26|"transaccion"
81|1104.04|"Restaurantes"|2020-06-06|"transaccion"
69|2306.52|"Gasolineras"|2020-01-28|"transaccion"
54|1777.97|"Farmacias"|2020-03-15|"transaccion"
37|1360.71|"Ropa"|2020-03-22|"transaccion"
14|1284.65|"Supermercados"|2020-01-18|"transaccion"
21|858.13|"Comercio General"|2020-03-09|"transaccion"
94|1898.82|"Supermercados"|2020-04-18|"transaccion"
10|1429.16|"Tiendas por Departamento"|2020-06-27|"transaccion"
77|3166.62|"Tiendas por Departamento"|2020-01-02|"transaccion"
26|1185.29|"Restaurantes"|2020-05-24|"transaccion"
29|1921.82|"Gasolineras"|2020-02-04|"transaccion"
57|1813.35|"Tiendas por Departamento"|2020-02-29|"transaccion"
68|921.12|"Gasolineras"|2020-06-28|"transaccion"
80|1820.96|"Restaurantes"|2020-01-30|"transaccion"
83|1915.38|"Supermercados"|2020-02-27|"transaccion"
3|1465.4|"Supermercados"|2020-05-24|"transaccion"
60|1655.69|"Ropa"|2020-03-17|"transaccion"
70|1910.17|"Supermercados"|2020-01-13|"transaccion"
70|1720.31|"Supermercados"|2020-01-28|"transaccion"
21|1644.17|"Tiendas por Departamento"|2020-03-29|"transaccion"
2|564.45|"Supermercados"|2020-04-14|"transaccion"
75|2828.28|"Supermercados"|2020-01-15|"transaccion"
61|990.26|"Supermercados"|2020-04-08|"transaccion"
5|836.7|"Restaurantes"|2020-04-25|"transaccion"
69|1151.35|"Restaurantes"|2020-03-30|"transaccion"
82|2023.39|"Comercio General"|2020-06-05|"transaccion"
10|2211.49|"Comercio General"|2020-02-22|"transaccion"
85|887.73|"Restaurantes"|2020-02-21|"transaccion"
36|2172.2|"Restaurantes"|2020-02-18|"transaccion"
66|635.26|"Farmacias"|2020-03-03|"transaccion"
100|1396.2|"Ropa"|2020-03-24|"transaccion"
33|872.13|"Supermercados"|2020-01-06|"transaccion"
99|1259.65|"Tiendas por Departamento"|2020-04-27|"transaccion"
70|511.03|"Tiendas por Departamento"|2020-05-21|"transaccion"
64|916.94|"Abarroterias"|2020-05-12|"transaccion"
11|990.39|"Restaurantes"|2020-02-26|"transaccion"
70|1641.15|"Restaurantes"|2020-03-12|"transaccion"
72|2143.31|"Gasolineras"|2020-01-22|"transaccion"
37|1608.5|"Restaurantes"|2020-03-06|"transaccion"
16|1366.8|"Tiendas por Departamento"|2020-03-08|"transaccion"
36|2472.24|"Abarroterias"|2020-03-19|"transaccion"
71|1499.56|"Comercio General"|2020-03-10|"transaccion"
100|1508.6|"Ropa"|2020-04-12|"transaccion"
54|1271.81|"Tiendas por Departamento"|2020-03-21|"transaccion"
10|1064.52|"Comercio General"|2020-04-19|"transaccion"
44|1595.82|"Gasolineras"|2020-02-23|"transaccion"
4|1774.34|"Ropa"|2020-01-08|"transaccion"
14|1331.85|"Farmacias"|2020-05-23|"transaccion"
10|786.04|"Gasolineras"|2020-04-20|"transaccion"
37|1084.44|"Supermercados"|2020-06-09|"transaccion"
71|1198.76|"Supermercados"|2020-04-28|"transaccion"
40|1357.92|"Tiendas por Departamento"|2020-05-05|"transaccion"
58|1791.06|"Tiendas por Departamento"|2020-01-26|"transaccion"
12|1643|"Restaurantes"|2020-02-16|"transaccion"
47|1956.01|"Restaurantes"|2020-06-15|"transaccion"
97|1037.22|"Comercio General"|2020-02-04|"transaccion"
99|1905.31|"Tiendas por Departamento"|2020-01-07|"transaccion"
64|681.51|"Restaurantes"|2020-02-23|"transaccion"
87|2196.57|"Restaurantes"|2020-04-08|"transaccion"
100|1902.66|"Tiendas por Departamento"|2020-06-16|"transaccion"
91|1138.72|"Supermercados"|2020-04-15|"transaccion"
35|2000.5|"Supermercados"|2020-04-22|"transaccion"
81|1378.83|"Restaurantes"|2020-06-27|"transaccion"
50|1259.69|"Restaurantes"|2020-05-09|"transaccion"
62|2240.15|"Gasolineras"|2020-01-25|"transaccion"
34|1929.21|"Supermercados"|2020-02-03|"transaccion"
25|2077.26|"Tiendas por Departamento"|2020-04-28|"transaccion"
92|1734.85|"Farmacias"|2020-02-24|"transaccion"
33|1760.82|"Abarroterias"|2020-04-13|"transaccion"
98|1441.97|"Supermercados"|2020-05-02|"transaccion"
63|1267.74|"Supermercados"|2020-06-23|"transaccion"
20|1759.27|"Restaurantes"|2020-01-06|"transaccion"
77|1682.41|"Abarroterias"|2020-02-26|"transaccion"
44|1163|"Gasolineras"|2020-01-30|"transaccion"
80|1026.77|"Supermercados"|2020-02-11|"transaccion"
76|2501.11|"Supermercados"|2020-05-29|"transaccion"
16|1292.11|"Supermercados"|2020-05-03|"transaccion"
32|997.6|"Supermercados"|2020-04-07|"transaccion"
93|1994.69|"Comercio General"|2020-03-13|"transaccion"
84|865.37|"Abarroterias"|2020-04-29|"transaccion"
99|1468.86|"Abarroterias"|2020-01-16|"transaccion"
96|1127.8|"Comercio General"|2020-05-11|"transaccion"
3|2044.95|"Gasolineras"|2020-04-09|"transaccion"
86|2201.85|"Abarroterias"|2020-04-03|"transaccion"
51|1470.78|"Supermercados"|2020-06-25|"transaccion"
54|697.86|"Comercio General"|2020-02-23|"transaccion"
13|1630.33|"Supermercados"|2020-04-11|"transaccion"
7|1970.91|"Ropa"|2020-04-11|"transaccion"
80|2356.53|"Gasolineras"|2020-02-16|"transaccion"
18|1457.64|"Abarroterias"|2020-01-27|"transaccion"
32|1405.72|"Comercio General"|2020-01-14|"transaccion"
88|2615.78|"Supermercados"|2020-01-18|"transaccion"
31|882.88|"Gasolineras"|2020-02-15|"transaccion"
5|2744.37|"Restaurantes"|2020-02-12|"transaccion"
85|1645.28|"Farmacias"|2020-02-13|"transaccion"
22|1309.95|"Restaurantes"|2020-06-08|"transaccion"
55|2161.48|"Supermercados"|2020-05-27|"transaccion"
71|1357.36|"Comercio General"|2020-01-22|"transaccion"
14|1512.47|"Supermercados"|2020-05-22|"transaccion"
19|1420.14|"Abarroterias"|2020-03-09|"transaccion"
87|1423.2|"Tiendas por Departamento"|2020-02-13|"transaccion"
60|1622.89|"Supermercados"|2020-05-11|"transaccion"
29|1425.17|"Gasolineras"|2020-03-20|"transaccion"
61|1218.02|"Ropa"|2020-05-01|"transaccion"
86|2830.79|"Tiendas por Departamento"|2020-05-07|"transaccion"
79|1952.22|"Restaurantes"|2020-06-10|"transaccion"
44|2133.39|"Electronicos"|2020-03-18|"transaccion"
98|309.72|"Gasolineras"|2020-03-30|"transaccion"
75|1889.6|"Supermercados"|2020-05-08|"transaccion"
1|1450.27|"Electronicos"|2020-05-18|"transaccion"
53|1258.47|"Gasolineras"|2020-06-21|"transaccion"
88|1532.39|"Supermercados"|2020-01-29|"transaccion"
3|1803.65|"Tiendas por Departamento"|2020-03-05|"transaccion"
41|2318.19|"Abarroterias"|2020-05-31|"transaccion"
98|2002.45|"Electronicos"|2020-04-06|"transaccion"
97|954.58|"Supermercados"|2020-06-03|"transaccion"
56|1087.72|"Restaurantes"|2020-05-04|"transaccion"
92|1373.76|"Gasolineras"|2020-01-05|"transaccion"
55|134.08|"Supermercados"|2020-01-03|"transaccion"
28|1809.67|"Supermercados"|2020-04-21|"transaccion"
18|942.24|"Supermercados"|2020-04-02|"transaccion"
78|2092.86|"Electronicos"|2020-05-05|"transaccion"
94|1450.36|"Supermercados"|2020-05-08|"transaccion"
56|598.42|"Farmacias"|2020-05-02|"transaccion"
43|1912|"Supermercados"|2020-03-28|"transaccion"
74|1635.34|"Farmacias"|2020-05-03|"transaccion"
72|591.93|"Tiendas por Departamento"|2020-01-11|"transaccion"
87|588.49|"Gasolineras"|2020-05-12|"transaccion"
8|2562.55|"Supermercados"|2020-02-04|"transaccion"
8|929.5|"Tiendas por Departamento"|2020-05-29|"transaccion"
57|1189.23|"Supermercados"|2020-06-27|"transaccion"
81|2032.87|"Comercio General"|2020-03-18|"transaccion"
37|2528.86|"Restaurantes"|2020-01-15|"transaccion"
21|1890.1|"Gasolineras"|2020-01-14|"transaccion"
96|245.94|"Abarroterias"|2020-02-18|"transaccion"
33|1080.54|"Restaurantes"|2020-03-02|"transaccion"
40|1860.65|"Electronicos"|2020-06-03|"transaccion"
43|2122.22|"Supermercados"|2020-04-10|"transaccion"
98|1783.92|"Supermercados"|2020-03-05|"transaccion"
13|1130.68|"Restaurantes"|2020-01-23|"transaccion"
62|0|"Farmacias"|2020-01-20|"reconciliacion"
4|1663.89|"Farmacias"|2020-04-18|"transaccion"
76|1881.02|"Supermercados"|2020-06-06|"transaccion"
96|2390.26|"Supermercados"|2020-04-25|"transaccion"
64|1479.83|"Tiendas por Departamento"|2020-04-28|"transaccion"
48|1078.02|"Farmacias"|2020-02-18|"transaccion"
87|1306.11|"Supermercados"|2020-02-26|"transaccion"
92|2413.38|"Tiendas por Departamento"|2020-05-15|"transaccion"
40|1062.19|"Gasolineras"|2020-01-13|"transaccion"
39|1175.22|"Supermercados"|2020-03-21|"transaccion"
14|1761.31|"Supermercados"|2020-04-06|"transaccion"
85|1747.72|"Supermercados"|2020-05-29|"transaccion"
79|2970.46|"Tiendas por Departamento"|2020-02-19|"transaccion"
63|1814.11|"Supermercados"|2020-04-19|"transaccion"
78|1623|"Abarroterias"|2020-02-29|"transaccion"
26|1674.43|"Abarroterias"|2020-02-26|"transaccion"
17|1524.64|"Tiendas por Departamento"|2020-06-28|"transaccion"
83|1227.81|"Supermercados"|2020-05-22|"transaccion"
41|1418.06|"Restaurantes"|2020-06-29|"transaccion"
96|411.6|"Supermercados"|2020-05-16|"transaccion"
62|269.85|"Tiendas por Departamento"|2020-05-23|"transaccion"
51|1574.53|"Restaurantes"|2020-04-24|"transaccion"
29|360.82|"Supermercados"|2020-01-26|"transaccion"
19|1296.3|"Supermercados"|2020-06-02|"transaccion"
8|1091.41|"Gasolineras"|2020-02-08|"transaccion"
80|728.6|"Gasolineras"|2020-06-22|"transaccion"
80|1730.08|"Restaurantes"|2020-05-20|"transaccion"
33|631.83|"Gasolineras"|2020-05-05|"transaccion"
28|1418.91|"Comercio General"|2020-01-17|"transaccion"
52|139.48|"Farmacias"|2020-05-08|"transaccion"
20|1851.78|"Restaurantes"|2020-04-16|"transaccion"
82|1603.01|"Restaurantes"|2020-02-10|"transaccion"
26|1473.57|"Supermercados"|2020-02-26|"transaccion"
31|1869.89|"Supermercados"|2020-06-01|"transaccion"
91|2035.79|"Supermercados"|2020-04-11|"transaccion"
43|1283.21|"Gasolineras"|2020-01-08|"transaccion"
42|2653.41|"Supermercados"|2020-03-24|"transaccion"
98|2728.22|"Farmacias"|2020-03-15|"transaccion"
31|1730.94|"Gasolineras"|2020-05-22|"transaccion"
63|1487.17|"Abarroterias"|2020-03-18|"transaccion"
96|1700.37|"Tiendas por Departamento"|2020-06-13|"transaccion"
20|2563.43|"Restaurantes"|2020-01-20|"transaccion"
43|1506.97|"Gasolineras"|2020-06-26|"transaccion"
94|1696.97|"Supermercados"|2020-05-11|"transaccion"
62|2142.26|"Restaurantes"|2020-01-22|"transaccion"
67|1216.15|"Supermercados"|2020-03-29|"transaccion"
74|1263.33|"Supermercados"|2020-01-24|"transaccion"
40|2873.44|"Ropa"|2020-04-11|"transaccion"
8|1684|"Restaurantes"|2020-05-05|"transaccion"
4|2234|"Supermercados"|2020-05-23|"transaccion"
68|1094.89|"Comercio General"|2020-03-25|"transaccion"
49|1251.87|"Comercio General"|2020-03-26|"transaccion"
75|1070.3|"Ropa"|2020-05-15|"transaccion"
19|951.1|"Tiendas por Departamento"|2020-04-18|"transaccion"
27|1236.17|"Restaurantes"|2020-04-11|"transaccion"
4|1082.5|"Restaurantes"|2020-01-01|"transaccion"
94|1203.72|"Restaurantes"|2020-02-26|"transaccion"
85|2070.25|"Restaurantes"|2020-04-14|"transaccion"
12|1439.11|"Ropa"|2020-04-02|"transaccion"
84|1464.13|"Gasolineras"|2020-04-02|"transaccion"
17|1438.51|"Farmacias"|2020-06-14|"transaccion"
69|1081.36|"Comercio General"|2020-01-02|"transaccion"
12|2471.24|"Restaurantes"|2020-01-09|"transaccion"
29|1621.49|"Restaurantes"|2020-02-29|"transaccion"
71|1390.09|"Restaurantes"|2020-04-17|"transaccion"
7|1997.86|"Supermercados"|2020-02-03|"transaccion"
78|1189.32|"Gasolineras"|2020-03-21|"transaccion"
73|1833.93|"Supermercados"|2020-01-26|"transaccion"
21|1542.92|"Farmacias"|2020-02-07|"transaccion"
40|940.14|"Restaurantes"|2020-01-10|"transaccion"
35|1246.74|"Supermercados"|2020-04-02|"transaccion"
52|1409.77|"Restaurantes"|2020-05-02|"transaccion"
90|1124.12|"Supermercados"|2020-04-26|"transaccion"
15|2457.43|"Restaurantes"|2020-04-25|"transaccion"
57|1072.09|"Farmacias"|2020-03-27|"transaccion"
93|271.77|"Ropa"|2020-06-06|"transaccion"
40|1969.9|"Supermercados"|2020-04-26|"transaccion"
28|1832.71|"Supermercados"|2020-01-17|"transaccion"
87|1019.52|"Farmacias"|2020-05-01|"transaccion"
23|2469.87|"Abarroterias"|2020-06-26|"transaccion"
83|1303.34|"Comercio General"|2020-05-21|"transaccion"
69|1189.09|"Restaurantes"|2020-01-20|"transaccion"
77|1541.48|"Farmacias"|2020-03-20|"transaccion"
80|1243.91|"Abarroterias"|2020-06-14|"transaccion"
8|1825.04|"Supermercados"|2020-02-25|"transaccion"
62|2420.25|"Supermercados"|2020-05-29|"transaccion"
98|2474.53|"Gasolineras"|2020-04-16|"transaccion"
32|1558.18|"Restaurantes"|2020-04-28|"transaccion"
94|1167.53|"Supermercados"|2020-06-03|"transaccion"
49|1628.83|"Ropa"|2020-02-17|"transaccion"
36|1758.42|"Comercio General"|2020-05-17|"transaccion"
19|966.9|"Tiendas por Departamento"|2020-05-28|"transaccion"
84|1662.57|"Restaurantes"|2020-06-26|"transaccion"
18|2156.75|"Comercio General"|2020-02-29|"transaccion"
86|1516.92|"Supermercados"|2020-02-09|"transaccion"
12|1515.32|"Restaurantes"|2020-01-24|"transaccion"
26|1969.39|"Gasolineras"|2020-06-30|"transaccion"
18|1126.69|"Supermercados"|2020-04-19|"transaccion"
78|1484.71|"Tiendas por Departamento"|2020-05-12|"transaccion"
75|1205.07|"Restaurantes"|2020-03-15|"transaccion"
36|2770.72|"Restaurantes"|2020-05-18|"transaccion"
7|1920.19|"Tiendas por Departamento"|2020-01-29|"transaccion"
14|1626.3|"Supermercados"|2020-06-01|"transaccion"
90|1973.1|"Supermercados"|2020-03-25|"transaccion"
68|1430.48|"Restaurantes"|2020-05-09|"transaccion"
17|687.51|"Gasolineras"|2020-04-17|"transaccion"
77|1373.88|"Restaurantes"|2020-06-19|"transaccion"
38|933.15|"Restaurantes"|2020-05-06|"transaccion"
10|1227.99|"Supermercados"|2020-02-01|"transaccion"
22|1719.33|"Gasolineras"|2020-04-04|"transaccion"
23|1010.07|"Electronicos"|2020-05-10|"transaccion"
37|1726.03|"Supermercados"|2020-01-10|"transaccion"
41|1653.66|"Tiendas por Departamento"|2020-06-24|"transaccion"
71|2247.2|"Supermercados"|2020-06-16|"transaccion"
49|2034.88|"Farmacias"|2020-05-01|"transaccion"
43|1876.06|"Gasolineras"|2020-04-17|"transaccion"
19|554.93|"Restaurantes"|2020-05-11|"transaccion"
27|1225.59|"Supermercados"|2020-01-25|"transaccion"
9|1141.46|"Supermercados"|2020-06-10|"transaccion"
17|1861.11|"Farmacias"|2020-01-16|"transaccion"
99|1220.73|"Farmacias"|2020-04-09|"transaccion"
63|1465.22|"Abarroterias"|2020-04-29|"transaccion"
79|2103.72|"Gasolineras"|2020-02-29|"transaccion"
81|1940.79|"Gasolineras"|2020-04-29|"transaccion"
51|2093.37|"Supermercados"|2020-06-04|"transaccion"
59|1776.78|"Ropa"|2020-03-22|"transaccion"
94|2512.61|"Supermercados"|2020-02-18|"transaccion"
38|2209.83|"Supermercados"|2020-02-19|"transaccion"
61|1653.15|"Tiendas por Departamento"|2020-05-08|"transaccion"
4|1964.7|"Comercio General"|2020-01-10|"transaccion"
20|1411.54|"Supermercados"|2020-05-28|"transaccion"
83|466.33|"Supermercados"|2020-02-14|"transaccion"
20|220.2|"Gasolineras"|2020-02-13|"transaccion"
30|928.84|"Supermercados"|2020-01-01|"transaccion"
93|1450.22|"Electronicos"|2020-04-12|"transaccion"
43|2455.84|"Gasolineras"|2020-03-01|"transaccion"
78|1533.58|"Restaurantes"|2020-04-21|"transaccion"
15|2530.64|"Ropa"|2020-05-06|"transaccion"
76|2108.96|"Abarroterias"|2020-02-02|"transaccion"
2|833.36|"Abarroterias"|2020-01-22|"transaccion"
90|1687.86|"Supermercados"|2020-03-27|"transaccion"
75|1011.47|"Restaurantes"|2020-02-28|"transaccion"
21|984.57|"Ropa"|2020-06-16|"transaccion"
40|1317.8|"Restaurantes"|2020-01-24|"transaccion"
44|2358.39|"Restaurantes"|2020-02-11|"transaccion"
99|2568.46|"Restaurantes"|2020-01-15|"transaccion"
31|2862.06|"Restaurantes"|2020-04-26|"transaccion"
100|2705.49|"Gasolineras"|2020-01-06|"transaccion"
9|1877.5|"Abarroterias"|2020-03-28|"transaccion"
16|1837.44|"Gasolineras"|2020-06-25|"transaccion"
41|1527.85|"Supermercados"|2020-06-07|"transaccion"
95|837.34|"Supermercados"|2020-06-24|"transaccion"
60|865.99|"Farmacias"|2020-06-10|"transaccion"
60|1101.24|"Supermercados"|2020-01-05|"transaccion"
68|974.28|"Restaurantes"|2020-03-02|"transaccion"
51|1947.44|"Tiendas por Departamento"|2020-05-25|"transaccion"
62|2480.57|"Farmacias"|2020-02-16|"transaccion"
8|1917.56|"Supermercados"|2020-01-09|"transaccion"
10|1463.97|"Supermercados"|2020-04-30|"transaccion"
71|1261.41|"Supermercados"|2020-04-26|"transaccion"
78|1812.57|"Tiendas por Departamento"|2020-03-13|"transaccion"
